AUI_raw,AUI_star,AUI_cell_L_m,AUI_occupancy,AUI_nonempty_gini,AUI_raw_net,AUI_star_net,AUI_occupancy_net,AUI_nonempty_gini_net,AUI_sample_step_m,AUI_n_samples,NUS_share,access_gini_local,LUM_entropy_no_transit,LUM_join_share,mean_route_entropy,norm_route_entropy,edge_cov_frac,edge_len_cov_frac,mean_dest_cell_entropy,mean_dest_cat_entropy,cpp_gini,cpp_top10_share,pois_total,pois_deduped,viz_grid_cells,clip_grid_to_streets,dedupe_radius_m,sjoin_max_dist_m,aui_modes,nus_method,reach_radius_m,min_pois_for_service,viz_cell_m,AUI_cell_min_m,AUI_cell_max_m,study_radius_m,sample_step_m,k_paths,beta,max_origins,dests_per_origin,place_name
0.45467073983064155,0.45467073983048895,100.0,0.7692307692307693,0.40892803822036433,0.6148243447638126,0.6148243447637178,0.9242481918538257,0.334784368330195,50.0,5254,1.0,0.23470566961732942,0.7228844663063516,1.0,1.0973803502443755,0.9988786413219283,0.4711768544703067,0.4783885668862734,0.9959147917027242,0.319769269339323,0.39147412965134565,0.36831359738668845,796,788,106,True,5,150,"grid,network",nodes_all,180,3,150,100,220,800,60,3,0.01,60,3,"Gracia, Barcelona, Spain"
